platform,day_of_week,publish_hour,post_format,content_category,caption_length,hashtag_count,caption_sentiment,has_call_to_action,follower_count,account_age_months,historical_avg_engagement,recent_engagement_trend,paid_promotion,engagement_score
Instagram,Wednesday,18,Short Video,Education,43,5,0.071,Yes,10196,44,5.776,-0.367,0,40.607
Instagram,Saturday,8,Image,Community,102,4,0.283,Yes,24180,93,26.695,-0.179,0,43.808
Instagram,Saturday,15,Carousel,Entertainment,72,9,0.626,Yes,56579,137,45.0,0.164,0,75.964
Instagram,Thursday,22,Short Video,Lifestyle,177,6,0.681,No,7017,103,6.16,-0.059,0,44.95
Instagram,Sunday,6,Image,Community,319,4,0.034,No,17209,63,10.906,-0.381,0,24.157
Instagram,Wednesday,5,Text,Education,63,3,0.275,Yes,2496,24,3.473,0.193,0,22.018
Instagram,Thursday,8,Text,Education,75,8,-0.016,No,37179,84,13.187,-0.052,1,46.132
Facebook,Friday,15,Image,Education,95,4,0.564,Yes,15910,85,11.257,0.159,0,42.88
Facebook,Tuesday,9,Image,Entertainment,57,4,0.118,Yes,1912,84,23.022,-0.066,0,46.983
TikTok,Wednesday,8,Carousel,Product,81,3,0.81,Yes,6979,19,15.815,-0.356,0,33.457
TikTok,Sunday,20,Short Video,Lifestyle,132,6,0.477,Yes,11668,91,17.123,-0.14,0,67.966
TikTok,Thursday,3,Carousel,Education,356,5,0.31,Yes,44163,127,27.799,-0.07,0,52.385
X,Sunday,14,Short Video,Product,99,7,-0.294,Yes,2554,39,15.814,-0.247,0,14.045
X,Friday,13,Short Video,Behind the Scenes,36,7,0.005,Yes,999,100,27.015,-0.104,0,47.059
Instagram,Tuesday,10,Image,Entertainment,45,9,0.076,Yes,70926,60,15.768,0.055,1,52.628
Instagram,Thursday,8,Image,Entertainment,83,10,0.062,No,56993,11,16.675,-0.135,0,31.917
Instagram,Wednesday,15,Carousel,Education,136,6,0.863,Yes,11632,36,9.4,-0.01,0,40.171
Instagram,Sunday,20,Short Video,Lifestyle,93,2,-0.007,Yes,78822,93,18.526,-0.049,0,52.423
Facebook,Wednesday,1,Text,Education,237,5,-0.505,Yes,22609,83,18.756,-0.475,1,36.363
TikTok,Thursday,22,Image,Community,129,5,0.356,No,43907,106,23.568,0.052,0,50.152
Instagram,Friday,0,Long Video,Product,176,8,0.445,Yes,6952,33,18.162,-0.084,0,33.923
TikTok,Sunday,13,Carousel,Product,151,3,0.526,No,5603,139,45.0,0.065,0,66.369
Facebook,Thursday,9,Short Video,Education,264,5,0.969,Yes,6879,101,18.31,0.269,1,63.468
Instagram,Saturday,7,Image,Lifestyle,129,4,0.687,Yes,38389,5,15.669,0.01,0,41.45
LinkedIn,Monday,19,Carousel,Product,74,4,-0.207,Yes,23443,42,24.102,0.314,0,48.347
Instagram,Sunday,12,Carousel,Product,326,4,-0.434,Yes,1659,2,16.39,-0.027,1,43.414
X,Tuesday,5,Long Video,Behind the Scenes,64,10,0.206,Yes,1058,79,36.181,-0.074,0,47.568
Instagram,Saturday,21,Image,Entertainment,108,4,0.56,Yes,5217,137,24.261,-0.218,0,41.524
LinkedIn,Thursday,8,Carousel,Behind the Scenes,265,3,0.207,Yes,24551,58,14.508,-0.031,0,44.183
X,Friday,16,Short Video,Lifestyle,214,2,0.506,No,12049,23,28.362,0.076,0,60.883
X,Monday,3,Short Video,Lifestyle,82,3,0.175,Yes,31742,76,18.218,-0.018,0,53.169
LinkedIn,Thursday,2,Image,Behind the Scenes,264,5,0.805,No,22450,37,9.021,-0.041,0,47.444
LinkedIn,Monday,14,Image,Entertainment,138,8,0.326,No,8699,32,17.837,0.16,0,44.69
Facebook,Thursday,1,Short Video,Community,195,6,0.387,No,5858,109,43.643,-0.004,0,58.355
LinkedIn,Wednesday,22,Carousel,Product,85,6,-0.07,No,46491,54,6.088,-0.263,0,22.492
Instagram,Tuesday,3,Image,Lifestyle,75,6,-0.062,Yes,798,24,4.787,-0.217,0,28.054
Facebook,Thursday,12,Image,Entertainment,60,7,0.754,Yes,1469,89,24.7,-0.329,0,45.913
Facebook,Tuesday,13,Short Video,Behind the Scenes,20,6,0.555,Yes,52284,89,10.436,-0.365,0,51.187
X,Monday,20,Text,Community,168,4,0.14,No,7916,128,33.537,-0.038,0,45.091
TikTok,Monday,4,Short Video,Behind the Scenes,208,9,0.196,No,17788,8,8.092,0.094,0,43.534
TikTok,Wednesday,22,Long Video,Community,119,5,0.218,Yes,1628,61,41.39,-0.108,1,65.522
Facebook,Saturday,6,Short Video,Entertainment,108,5,-0.057,No,1346,63,21.129,0.023,0,42.548
Instagram,Friday,23,Carousel,Behind the Scenes,19,5,0.725,Yes,4128,113,6.531,-0.095,1,52.463
Instagram,Monday,12,Text,Behind the Scenes,122,3,0.102,No,16891,143,41.118,-0.41,0,52.021
TikTok,Thursday,6,Image,Community,303,8,-0.271,No,46875,57,22.704,-0.0,0,36.819
TikTok,Friday,13,Long Video,Lifestyle,108,4,0.777,Yes,20886,28,13.861,-0.391,0,51.257
Instagram,Tuesday,18,Image,Product,86,2,0.794,No,4052,20,10.782,-0.11,0,34.169
TikTok,Monday,19,Short Video,Behind the Scenes,97,2,0.405,Yes,32630,131,29.015,0.26,0,81.663
TikTok,Tuesday,6,Text,Lifestyle,177,6,0.068,Yes,25960,21,6.011,-0.164,0,24.251
TikTok,Monday,10,Text,Product,86,3,-0.333,Yes,6554,112,20.6,0.29,0,60.972
TikTok,Tuesday,12,Text,Behind the Scenes,136,5,0.827,Yes,19400,130,14.541,-0.442,0,49.162
Facebook,Thursday,18,Long Video,Education,225,2,0.657,Yes,7491,55,45.0,-0.289,0,41.124
TikTok,Saturday,16,Short Video,Product,115,5,-0.276,Yes,2032,70,21.604,0.051,0,53.754
X,Sunday,1,Carousel,Education,218,4,0.04,Yes,1359,59,45.0,-0.362,0,47.272
X,Friday,1,Short Video,Behind the Scenes,92,3,-0.385,No,901,9,18.473,0.659,1,65.595
TikTok,Wednesday,13,Carousel,Lifestyle,145,3,0.199,No,4380,42,20.823,0.201,0,62.568
TikTok,Sunday,19,Short Video,Product,72,2,0.554,Yes,20738,140,38.677,-0.032,0,83.973
Facebook,Sunday,10,Image,Education,132,7,-0.499,No,26787,85,14.447,0.401,0,43.726
LinkedIn,Wednesday,6,Text,Education,238,6,0.14,No,2124,87,12.552,0.166,0,30.842
Facebook,Monday,22,Short Video,Community,196,5,0.049,Yes,65212,83,33.628,-0.088,0,57.416
LinkedIn,Thursday,6,Image,Behind the Scenes,138,2,0.633,No,4667,22,8.449,-0.031,0,23.194
Facebook,Thursday,17,Short Video,Entertainment,130,2,0.356,No,9537,132,10.768,-0.105,0,30.683
Facebook,Friday,3,Long Video,Product,213,2,0.898,Yes,1982,1,11.234,0.285,0,44.999
Instagram,Tuesday,16,Text,Education,126,1,0.863,Yes,32643,118,6.136,-0.197,0,45.555
LinkedIn,Thursday,11,Carousel,Education,176,8,-0.273,No,4601,86,45.0,0.385,0,65.336
Instagram,Wednesday,21,Short Video,Product,127,10,0.748,Yes,8070,10,23.04,0.104,0,36.755
LinkedIn,Thursday,13,Carousel,Entertainment,205,7,0.578,Yes,2490,64,16.081,-0.111,0,52.218
X,Monday,5,Text,Product,104,4,0.727,No,9206,63,43.618,-0.085,0,61.916
Instagram,Thursday,12,Text,Community,96,1,0.35,Yes,4389,129,23.662,0.398,1,54.779
Facebook,Monday,18,Image,Education,96,6,0.302,No,33152,47,20.929,0.377,0,45.857
Instagram,Saturday,9,Carousel,Community,96,5,0.861,No,2418,116,5.216,-0.068,0,46.593
LinkedIn,Friday,20,Image,Entertainment,112,2,0.2,Yes,2200,95,36.663,0.079,0,51.598
Instagram,Sunday,20,Carousel,Lifestyle,36,4,0.23,No,3273,84,1.106,-0.066,0,38.58
X,Friday,23,Image,Community,46,5,0.283,Yes,34991,83,18.602,-0.707,0,36.709
Instagram,Sunday,12,Long Video,Lifestyle,25,4,-0.383,No,31519,73,16.175,-0.539,0,33.523
X,Tuesday,10,Carousel,Education,23,4,0.2,Yes,32258,44,24.581,0.372,0,55.539
LinkedIn,Monday,8,Short Video,Community,109,7,0.63,Yes,39117,73,5.24,0.076,0,39.304
Facebook,Sunday,15,Long Video,Education,13,4,0.202,No,21921,30,5.111,0.101,0,29.738
LinkedIn,Friday,12,Short Video,Behind the Scenes,88,2,-0.075,No,9103,108,34.813,-0.027,0,60.309
LinkedIn,Friday,4,Carousel,Behind the Scenes,231,10,-0.364,Yes,10447,132,15.731,-0.282,0,22.406
X,Wednesday,22,Long Video,Behind the Scenes,62,2,-0.173,Yes,61680,42,31.612,-0.059,0,46.758
Instagram,Wednesday,13,Short Video,Entertainment,73,7,0.72,Yes,3719,96,21.004,0.125,0,55.865
Facebook,Friday,10,Image,Education,153,4,-0.088,Yes,27304,137,45.0,-0.056,0,61.901
Instagram,Wednesday,10,Image,Behind the Scenes,213,5,-0.045,No,37194,64,31.411,0.049,0,46.996
Facebook,Monday,7,Long Video,Community,125,6,0.521,No,8625,70,43.381,-0.226,0,49.199
Instagram,Wednesday,3,Image,Lifestyle,145,2,0.058,No,16096,131,11.518,-0.089,0,27.918
Facebook,Wednesday,1,Image,Entertainment,122,4,0.238,Yes,4930,59,23.834,-0.067,0,34.137
Facebook,Saturday,22,Carousel,Behind the Scenes,127,6,-0.027,Yes,4915,71,7.371,0.337,0,55.75
TikTok,Wednesday,17,Text,Lifestyle,295,1,0.099,No,47975,118,33.406,-0.023,0,53.897
Facebook,Thursday,21,Short Video,Lifestyle,143,3,-0.175,Yes,16892,28,17.033,0.037,0,44.285
LinkedIn,Friday,16,Long Video,Community,106,5,-0.021,No,10471,1,8.769,0.183,1,63.539
LinkedIn,Monday,23,Image,Community,110,4,-0.235,Yes,78963,115,41.9,-0.19,0,50.576
TikTok,Friday,21,Text,Lifestyle,487,5,0.387,Yes,5109,124,4.434,-0.134,0,40.682
Facebook,Tuesday,4,Carousel,Behind the Scenes,236,5,0.314,Yes,24924,41,7.3,0.35,0,51.997
X,Sunday,12,Text,Lifestyle,87,8,-0.191,Yes,17749,41,3.236,0.151,0,40.12
Instagram,Wednesday,0,Short Video,Entertainment,20,2,0.068,No,8724,49,18.262,0.219,1,62.237
Instagram,Wednesday,0,Short Video,Entertainment,262,9,0.421,Yes,8297,57,11.318,-0.133,1,61.085
Instagram,Wednesday,17,Text,Education,148,7,-0.368,No,6985,73,8.025,0.224,0,32.448
Facebook,Wednesday,11,Text,Education,440,6,-0.134,Yes,9419,141,28.237,-0.155,0,23.484
TikTok,Friday,6,Image,Lifestyle,429,6,0.034,Yes,3069,119,20.792,-0.031,0,38.991
LinkedIn,Saturday,10,Image,Behind the Scenes,105,5,0.494,No,14495,77,13.903,0.005,0,49.271
Facebook,Sunday,15,Short Video,Community,65,8,0.816,Yes,13215,118,1.873,-0.033,0,36.219
TikTok,Sunday,19,Image,Entertainment,103,5,0.458,No,54033,53,18.763,0.524,0,57.923
X,Tuesday,12,Carousel,Product,91,6,0.928,Yes,24165,115,23.32,-0.239,0,42.765
LinkedIn,Friday,11,Image,Lifestyle,116,8,0.038,Yes,4527,27,18.762,-0.042,0,46.121
Instagram,Wednesday,13,Short Video,Behind the Scenes,270,2,-0.113,Yes,96545,142,15.879,0.129,0,38.433
TikTok,Saturday,3,Short Video,Entertainment,88,5,0.184,Yes,1777,77,5.198,-0.007,0,46.72
TikTok,Monday,11,Image,Entertainment,102,5,0.643,No,13721,83,2.914,-0.419,0,44.373
Instagram,Sunday,7,Short Video,Community,58,5,-0.316,Yes,1258,111,11.54,0.1,0,43.058
Instagram,Wednesday,0,Carousel,Education,147,5,-0.1,Yes,655,23,14.769,0.163,1,44.638
X,Saturday,16,Text,Entertainment,28,6,-0.504,Yes,14941,86,22.419,-0.36,1,37.682
TikTok,Friday,6,Image,Entertainment,34,4,0.162,Yes,13966,38,30.66,0.73,1,83.181
TikTok,Wednesday,15,Text,Lifestyle,105,5,0.244,Yes,14296,54,32.456,0.026,0,57.089
LinkedIn,Sunday,22,Text,Entertainment,126,7,0.286,Yes,16316,78,10.332,-0.022,1,36.117
Facebook,Tuesday,0,Short Video,Community,168,7,0.268,No,147305,63,18.002,-0.432,0,43.855
X,Saturday,10,Short Video,Lifestyle,142,2,-0.409,Yes,8613,38,22.206,0.032,0,40.328
LinkedIn,Sunday,6,Image,Lifestyle,218,2,0.641,No,21182,20,38.776,-0.307,1,63.594
TikTok,Monday,7,Carousel,Entertainment,295,6,0.28,No,1091,17,45.0,0.044,0,69.839
TikTok,Sunday,23,Image,Lifestyle,183,4,-0.15,Yes,12001,18,14.58,0.177,0,55.257
X,Sunday,0,Short Video,Entertainment,248,3,-0.35,No,74612,47,9.263,0.027,0,53.673
LinkedIn,Wednesday,13,Text,Community,400,6,0.394,Yes,7595,21,30.366,-0.433,0,27.64
X,Saturday,8,Image,Education,390,4,-0.165,No,3132,23,26.569,-0.159,0,27.303
Instagram,Monday,2,Short Video,Education,50,4,-0.387,No,1878,60,24.364,0.078,0,43.635
X,Tuesday,5,Short Video,Product,210,12,0.58,No,2233,132,8.918,0.008,0,21.262
Facebook,Saturday,3,Carousel,Lifestyle,78,10,0.762,No,3602,122,29.472,-0.046,0,48.121
Instagram,Sunday,12,Short Video,Community,159,2,0.173,No,6469,12,16.292,0.101,0,55.74
Facebook,Monday,4,Short Video,Education,47,9,0.278,No,2438,66,10.559,0.293,1,40.359
Facebook,Friday,16,Short Video,Behind the Scenes,39,2,0.349,Yes,30552,19,20.939,0.105,0,51.502
Instagram,Monday,4,Image,Product,234,2,0.533,No,2023,21,3.668,-0.163,0,11.717
TikTok,Saturday,1,Short Video,Entertainment,72,9,0.354,No,67988,67,36.294,-0.339,0,66.827
LinkedIn,Sunday,17,Short Video,Community,164,4,0.173,Yes,23059,120,31.001,-0.355,0,49.539
TikTok,Thursday,17,Image,Product,151,2,0.27,Yes,4777,19,2.218,-0.18,0,27.583
TikTok,Monday,5,Short Video,Behind the Scenes,113,7,0.173,Yes,3485,100,30.05,-0.089,0,61.754
TikTok,Tuesday,0,Short Video,Product,182,10,0.501,No,13223,124,9.052,0.032,0,34.384
TikTok,Thursday,9,Short Video,Community,290,5,0.299,Yes,20495,141,18.058,0.117,0,58.706
X,Saturday,16,Short Video,Behind the Scenes,153,4,0.572,No,36749,121,25.892,-0.326,0,65.553
LinkedIn,Thursday,1,Carousel,Community,75,9,0.216,No,6151,121,11.744,0.148,0,28.036
Instagram,Thursday,3,Long Video,Community,110,4,0.829,No,27536,131,34.269,0.044,0,54.462
X,Friday,14,Carousel,Lifestyle,134,2,0.784,Yes,50420,71,4.867,0.2,1,61.87
X,Sunday,8,Short Video,Entertainment,183,6,0.559,No,8331,126,44.193,0.134,0,62.569
Instagram,Saturday,21,Carousel,Education,139,8,0.039,No,9259,122,6.019,0.178,0,47.44
LinkedIn,Tuesday,2,Short Video,Entertainment,137,5,0.771,Yes,9524,87,27.609,0.263,1,65.55
Instagram,Tuesday,17,Long Video,Lifestyle,76,6,0.668,No,6563,17,21.749,0.135,0,32.413
X,Wednesday,13,Short Video,Product,131,2,0.713,Yes,87311,16,3.886,-0.008,0,53.16
Facebook,Tuesday,6,Image,Entertainment,52,4,0.049,Yes,2601,1,31.855,0.268,0,51.977
Facebook,Saturday,19,Short Video,Community,200,7,0.298,No,7034,116,29.02,0.058,0,48.891
Instagram,Sunday,5,Image,Behind the Scenes,138,4,0.621,Yes,37669,129,21.817,-0.247,0,43.399
X,Friday,13,Short Video,Education,253,5,0.154,Yes,2034,6,32.415,-0.124,1,39.358
Instagram,Sunday,10,Text,Behind the Scenes,137,5,0.058,Yes,5268,27,13.41,-0.339,0,31.545
Instagram,Thursday,21,Short Video,Product,104,6,0.836,Yes,6244,88,7.255,-0.174,0,32.973
Instagram,Friday,2,Carousel,Education,254,2,-0.002,Yes,4282,133,17.608,0.008,0,45.982
LinkedIn,Friday,0,Image,Entertainment,187,5,0.653,Yes,25766,120,21.579,0.191,0,40.678
Instagram,Wednesday,15,Carousel,Community,111,8,0.079,Yes,27460,53,28.314,0.121,0,63.185
X,Saturday,8,Short Video,Behind the Scenes,56,4,-0.136,Yes,12626,18,37.645,-0.088,0,54.711
Facebook,Thursday,23,Text,Community,39,8,0.107,No,4411,69,19.847,-0.142,0,32.526
Instagram,Friday,9,Short Video,Behind the Scenes,71,4,0.898,Yes,1792,8,13.233,-0.297,0,41.347
Instagram,Tuesday,11,Text,Lifestyle,21,4,0.246,No,1495,59,20.545,0.154,1,40.541
Instagram,Wednesday,7,Carousel,Behind the Scenes,56,4,0.815,Yes,8649,90,20.4,0.486,1,69.53
Facebook,Sunday,13,Image,Behind the Scenes,283,4,-0.157,No,12631,33,18.269,0.096,0,32.421
LinkedIn,Friday,10,Short Video,Behind the Scenes,152,5,0.728,No,29569,61,13.455,0.495,0,60.753
Instagram,Monday,1,Image,Education,167,5,0.551,Yes,9617,106,16.299,-0.001,0,35.295
LinkedIn,Thursday,13,Image,Behind the Scenes,73,4,0.676,Yes,4633,17,41.07,0.129,0,67.857
Instagram,Friday,11,Image,Product,92,3,-0.542,Yes,21976,26,33.138,-0.24,0,50.068
LinkedIn,Saturday,4,Short Video,Entertainment,155,2,0.099,No,9692,138,28.115,0.255,0,65.892
X,Saturday,10,Image,Community,78,4,-0.021,Yes,3023,67,37.842,-0.129,0,49.62
LinkedIn,Friday,4,Text,Product,72,4,0.731,Yes,7807,136,5.548,-0.027,0,30.666
LinkedIn,Monday,1,Text,Lifestyle,62,5,0.678,Yes,10457,1,9.946,-0.165,0,36.473
LinkedIn,Thursday,3,Short Video,Education,218,6,0.482,Yes,6987,141,11.236,0.551,0,46.307
Instagram,Tuesday,18,Carousel,Community,194,7,-0.03,Yes,2311,13,2.827,-0.147,0,34.686
Instagram,Monday,7,Image,Lifestyle,350,5,0.59,Yes,3767,108,9.806,0.591,0,28.765
Instagram,Sunday,11,Short Video,Product,39,6,0.025,Yes,14010,102,15.713,-0.022,0,45.816
TikTok,Tuesday,15,Image,Education,74,4,0.008,No,14897,75,26.826,0.154,0,46.998
LinkedIn,Tuesday,14,Carousel,Entertainment,185,2,0.5,Yes,14895,131,18.538,-0.177,1,60.501
Facebook,Wednesday,12,Image,Community,427,11,0.006,Yes,85982,8,9.69,-0.187,0,23.46
X,Thursday,7,Short Video,Entertainment,229,6,0.387,No,11368,24,5.556,-0.11,0,26.398
Instagram,Friday,6,Short Video,Education,31,2,0.082,Yes,7034,76,8.637,0.101,0,38.608
LinkedIn,Wednesday,10,Short Video,Entertainment,351,2,0.229,Yes,2095,33,45.0,0.164,1,88.885
Instagram,Saturday,23,Short Video,Behind the Scenes,243,1,0.494,Yes,6991,100,17.928,0.172,0,32.172
Instagram,Tuesday,9,Image,Behind the Scenes,121,3,-0.004,Yes,7887,97,19.506,-0.024,0,44.288
LinkedIn,Sunday,15,Image,Behind the Scenes,194,5,0.04,Yes,10419,91,13.993,-0.075,0,39.926
X,Saturday,7,Carousel,Lifestyle,305,7,-0.09,Yes,29004,69,17.835,-0.052,1,47.293
Facebook,Friday,6,Short Video,Behind the Scenes,99,3,0.631,Yes,15227,4,25.83,0.057,0,44.803
Instagram,Monday,15,Image,Behind the Scenes,202,3,-0.377,Yes,1060,99,9.301,0.225,0,39.46
Facebook,Saturday,1,Text,Education,400,5,0.501,Yes,10523,108,6.407,0.314,0,22.633
Instagram,Friday,7,Image,Lifestyle,32,4,0.734,Yes,851,18,25.293,0.036,0,40.832
X,Friday,5,Image,Community,202,2,0.243,No,15470,71,6.905,-0.036,0,41.981
LinkedIn,Tuesday,3,Short Video,Entertainment,272,3,0.903,Yes,5499,77,14.912,0.197,0,62.043
Instagram,Thursday,11,Carousel,Entertainment,93,5,0.001,Yes,4783,1,9.011,0.115,0,47.023
Instagram,Wednesday,4,Carousel,Behind the Scenes,77,3,-0.25,Yes,3333,95,23.509,0.534,0,62.594
Instagram,Friday,4,Image,Entertainment,38,5,-0.246,Yes,4435,78,32.149,-0.18,0,31.322
X,Wednesday,14,Short Video,Community,67,1,0.162,No,153269,59,42.892,-0.069,0,75.691
TikTok,Wednesday,7,Carousel,Community,28,7,0.016,No,4977,127,4.046,0.087,0,47.601
LinkedIn,Sunday,16,Image,Entertainment,44,2,0.168,No,12031,12,14.434,-0.144,0,37.601
Facebook,Thursday,23,Carousel,Education,82,4,0.375,Yes,7354,107,26.372,0.033,0,49.442
Facebook,Friday,10,Long Video,Education,40,4,0.232,Yes,3990,142,25.314,0.034,0,34.802
Instagram,Sunday,22,Long Video,Behind the Scenes,116,5,0.388,Yes,25662,109,11.359,-0.334,0,32.979
X,Sunday,6,Carousel,Entertainment,112,5,0.352,No,9035,19,37.191,0.02,0,52.522
TikTok,Thursday,12,Text,Behind the Scenes,30,7,-0.685,No,5445,68,23.756,-0.15,1,40.134
Facebook,Tuesday,11,Image,Product,123,11,0.481,No,83932,109,14.122,0.257,0,47.616
LinkedIn,Monday,20,Text,Product,164,7,0.006,Yes,32473,28,29.301,-0.198,0,54.824
Facebook,Sunday,7,Text,Product,249,6,-0.125,Yes,15034,78,18.165,-0.049,0,32.482
X,Thursday,6,Short Video,Lifestyle,293,6,0.248,Yes,42946,82,15.399,-0.009,0,65.145
Instagram,Thursday,11,Image,Behind the Scenes,243,5,-0.013,Yes,35518,5,20.62,-0.055,0,47.014
TikTok,Sunday,17,Text,Behind the Scenes,159,4,0.514,No,94778,110,16.483,-0.258,0,51.407
TikTok,Wednesday,22,Carousel,Product,141,4,-0.142,No,4044,102,21.753,0.2,0,57.52
TikTok,Monday,21,Image,Community,183,2,0.728,Yes,1576,34,13.261,0.043,0,51.206
Instagram,Friday,0,Text,Community,91,3,0.088,Yes,17008,65,16.678,0.081,0,49.958
Instagram,Sunday,19,Carousel,Education,117,5,0.731,Yes,1347,130,16.912,-0.155,0,45.061
Instagram,Tuesday,6,Short Video,Entertainment,67,4,0.479,No,9717,5,11.271,0.139,1,58.701
TikTok,Sunday,15,Short Video,Lifestyle,84,2,0.072,Yes,7605,46,14.484,-0.019,0,48.134
TikTok,Thursday,18,Text,Education,91,8,0.977,Yes,443,117,15.468,0.064,0,48.915
Facebook,Thursday,19,Short Video,Lifestyle,24,4,-0.108,Yes,532,71,45.0,0.085,0,64.697
Facebook,Sunday,6,Text,Product,212,6,-0.512,No,3078,75,21.152,0.032,0,27.371
TikTok,Wednesday,0,Image,Behind the Scenes,111,4,0.382,No,3689,18,32.331,-0.123,0,60.103
TikTok,Saturday,21,Short Video,Community,192,6,0.223,Yes,3403,18,4.165,-0.666,0,43.877
Instagram,Monday,9,Short Video,Behind the Scenes,76,2,0.067,No,33913,15,10.943,0.071,0,41.228
Facebook,Friday,18,Carousel,Community,94,4,0.637,Yes,17093,31,14.499,-0.054,0,38.244
TikTok,Monday,18,Image,Product,113,3,0.08,Yes,2551,53,35.462,0.182,0,62.794
Instagram,Monday,15,Image,Product,115,5,0.139,Yes,768,60,5.681,-0.006,0,34.131
TikTok,Wednesday,9,Image,Education,74,5,0.501,No,5398,140,30.352,0.257,0,59.483
TikTok,Wednesday,2,Short Video,Community,188,7,0.405,Yes,13678,27,27.932,0.073,0,41.31
Instagram,Saturday,4,Carousel,Product,24,7,0.556,Yes,28150,124,39.083,-0.151,1,83.217
Facebook,Sunday,15,Short Video,Community,184,6,0.726,Yes,28010,116,26.851,-0.17,0,45.139
Facebook,Sunday,18,Text,Lifestyle,21,4,0.475,Yes,10206,100,33.558,-0.076,0,48.177
LinkedIn,Friday,11,Short Video,Community,217,3,0.454,No,999,90,16.121,0.048,0,43.938
Facebook,Tuesday,14,Long Video,Lifestyle,18,5,-0.062,Yes,389,50,34.384,0.192,0,52.34
Facebook,Friday,10,Short Video,Behind the Scenes,84,6,0.479,Yes,109991,11,5.332,0.381,0,56.384
TikTok,Thursday,12,Text,Behind the Scenes,133,5,-0.176,Yes,5347,37,27.959,0.154,0,63.236
LinkedIn,Thursday,22,Long Video,Entertainment,95,4,0.209,No,40078,51,28.913,-0.053,0,53.899
Facebook,Thursday,8,Carousel,Behind the Scenes,15,3,0.457,No,12708,84,35.965,0.395,0,54.91
TikTok,Sunday,21,Short Video,Community,37,10,0.257,Yes,468,53,12.012,0.092,0,56.08
Facebook,Wednesday,2,Short Video,Lifestyle,161,8,-0.129,No,34472,89,10.937,-0.501,0,36.199
TikTok,Sunday,0,Long Video,Product,95,3,-0.437,No,21933,142,29.187,0.051,1,54.374
Facebook,Thursday,20,Carousel,Behind the Scenes,178,3,0.003,No,4219,108,9.118,0.233,0,32.923
LinkedIn,Friday,12,Short Video,Product,134,7,0.404,Yes,14695,123,12.831,-0.206,0,46.611
X,Sunday,4,Text,Entertainment,83,5,0.654,No,14196,58,14.124,-0.226,0,45.383
X,Saturday,0,Text,Product,57,6,0.168,No,26675,99,6.058,-0.261,0,9.264
TikTok,Thursday,15,Carousel,Entertainment,293,4,0.521,No,4098,75,25.193,-0.13,0,46.15
Facebook,Tuesday,10,Short Video,Lifestyle,132,1,0.694,Yes,1478,85,30.05,0.043,0,40.711
LinkedIn,Monday,7,Carousel,Product,104,8,0.754,No,700,115,9.74,-0.152,0,15.682
TikTok,Wednesday,23,Short Video,Product,320,7,-0.045,No,8428,74,26.863,0.039,0,50.518
LinkedIn,Friday,5,Image,Product,219,3,0.088,Yes,7686,16,32.674,-0.228,1,34.274
TikTok,Saturday,21,Text,Education,347,6,0.614,No,22341,46,34.313,0.161,0,68.952
Instagram,Monday,10,Short Video,Community,207,6,0.172,Yes,18080,40,5.705,0.324,1,52.78
Instagram,Thursday,4,Carousel,Entertainment,186,3,0.559,No,2011,45,19.849,-0.153,1,52.846
LinkedIn,Sunday,17,Image,Education,145,2,0.068,Yes,5836,5,14.772,0.419,0,51.108
Instagram,Saturday,20,Short Video,Entertainment,164,6,-0.029,Yes,18835,93,23.085,-0.224,0,61.415
Instagram,Sunday,5,Short Video,Lifestyle,32,5,0.079,Yes,7258,8,17.914,0.223,0,48.257
TikTok,Sunday,13,Short Video,Education,45,7,-0.271,Yes,13281,95,14.519,-0.019,0,59.833
Instagram,Monday,2,Short Video,Community,36,3,1.0,Yes,4939,20,34.27,-0.136,0,59.613
TikTok,Friday,15,Short Video,Community,139,3,0.27,Yes,39987,60,11.687,-0.322,0,45.112
LinkedIn,Thursday,11,Carousel,Product,140,5,-0.136,No,8994,36,13.421,0.055,0,48.676
Instagram,Thursday,20,Image,Lifestyle,160,9,-0.353,No,107091,35,45.0,0.034,0,71.931
LinkedIn,Saturday,13,Image,Entertainment,182,5,-0.145,Yes,3431,105,27.244,-0.125,0,45.239
X,Sunday,5,Carousel,Lifestyle,192,9,0.213,Yes,3890,115,27.477,0.241,0,52.801
TikTok,Thursday,15,Long Video,Product,150,9,0.231,No,13227,46,12.13,0.164,1,29.236
Instagram,Friday,9,Image,Product,160,4,0.275,Yes,16339,1,27.508,0.529,0,43.419
Facebook,Thursday,10,Short Video,Product,83,3,0.012,Yes,18897,115,25.287,0.363,0,54.945
Instagram,Friday,14,Image,Entertainment,36,5,-0.028,Yes,38867,43,21.288,-0.082,0,56.77
TikTok,Sunday,9,Image,Product,87,8,0.455,Yes,3729,61,17.504,-0.149,0,38.498
X,Saturday,5,Carousel,Lifestyle,292,6,0.602,Yes,6235,19,20.704,0.275,0,55.183
X,Tuesday,3,Carousel,Product,42,6,0.078,Yes,5506,7,19.062,0.323,0,33.758
